date,age_group,active,recovered,deceased,total
2021-09-28,20 to 29,45,975,0,1020
2021-09-28,30 to 39,22,707,0,729
2021-09-28,40 to 49,31,522,0,553
2021-09-28,50 to 59,20,506,3,529
2021-09-28,60 to 69,11,281,3,295
2021-09-28,70 to 79,6,113,7,126
2021-09-28,80 to 89,0,27,8,35
2021-09-28,90+,0,4,6,10
2021-09-28,Unknown,0,0,0,0
2021-09-28,Total,216,3961,27,4204
2021-09-29,0 to 9,57,338,0,395
2021-09-29,10 to 19,43,489,0,532
2021-09-29,20 to 29,56,975,0,1031
2021-09-29,30 to 39,26,707,0,733
2021-09-29,40 to 49,35,523,0,558
2021-09-29,50 to 59,22,506,3,531
2021-09-29,60 to 69,12,282,3,297
2021-09-29,70 to 79,5,114,7,126
2021-09-29,80 to 89,0,27,8,35
2021-09-29,90+,0,4,6,10
2021-09-29,Unknown,0,0,0,0
2021-09-29,Total,256,3965,27,4248
2021-09-30,0 to 9,57,341,0,398
2021-09-30,10 to 19,46,492,0,538
2021-09-30,20 to 29,59,976,0,1035
2021-09-30,30 to 39,27,708,0,735
2021-09-30,40 to 49,40,524,0,564
2021-09-30,50 to 59,25,506,3,534
2021-09-30,60 to 69,12,282,3,297
2021-09-30,70 to 79,5,114,7,126
2021-09-30,80 to 89,0,27,8,35
2021-09-30,90+,1,4,6,11
2021-09-30,Unknown,0,0,0,0
2021-09-30,Total,272,3974,27,4273
2021-10-01,0 to 9,57,345,0,402
2021-10-01,10 to 19,46,495,0,541
2021-10-01,20 to 29,63,979,0,1042
2021-10-01,30 to 39,27,709,0,736
2021-10-01,40 to 49,41,525,0,566
2021-10-01,50 to 59,26,506,3,535
2021-10-01,60 to 69,11,283,3,297
2021-10-01,70 to 79,3,116,7,126
2021-10-01,80 to 89,0,27,8,35
2021-10-01,90+,1,4,6,11
2021-10-01,Unknown,0,0,0,0
2021-10-01,Total,275,3989,27,4291
2021-10-02,0 to 9,47,360,0,407
2021-10-02,10 to 19,42,506,0,548
2021-10-02,20 to 29,44,1001,0,1045
2021-10-02,30 to 39,31,712,0,743
2021-10-02,40 to 49,33,534,0,567
2021-10-02,50 to 59,29,507,3,539
2021-10-02,60 to 69,10,285,3,298
2021-10-02,70 to 79,2,117,7,126
2021-10-02,80 to 89,0,27,8,35
2021-10-02,90+,1,4,6,11
2021-10-02,Unknown,0,0,0,0
2021-10-02,Total,239,4053,27,4319
2021-10-03,0 to 9,51,360,0,411
2021-10-03,10 to 19,43,510,0,553
2021-10-03,20 to 29,48,1003,0,1051
2021-10-03,30 to 39,36,712,0,748
2021-10-03,40 to 49,39,536,0,575
2021-10-03,50 to 59,32,508,3,543
2021-10-03,60 to 69,10,285,3,298
2021-10-03,70 to 79,3,117,7,127
2021-10-03,80 to 89,0,27,8,35
2021-10-03,90+,1,4,6,11
2021-10-03,Unknown,0,0,0,0
2021-10-03,Total,263,4062,27,4352
2021-10-04,0 to 9,57,360,0,417
2021-10-04,10 to 19,46,511,0,557
2021-10-04,20 to 29,51,1004,0,1055
2021-10-04,30 to 39,41,712,0,753
2021-10-04,40 to 49,42,537,0,579
2021-10-04,50 to 59,36,509,3,548
2021-10-04,60 to 69,10,287,3,300
2021-10-04,70 to 79,3,117,7,127
2021-10-04,80 to 89,0,27,8,35
2021-10-04,90+,1,4,6,11
2021-10-04,Unknown,0,0,0,0
2021-10-04,Total,287,4068,27,4382
2021-10-05,0 to 9,57,360,0,417
2021-10-05,10 to 19,48,511,0,559
2021-10-05,20 to 29,54,1005,0,1059
2021-10-05,30 to 39,46,714,0,760
2021-10-05,40 to 49,47,538,0,585
2021-10-05,50 to 59,43,509,3,555
2021-10-05,60 to 69,9,288,3,300
2021-10-05,70 to 79,3,117,7,127
2021-10-05,80 to 89,0,27,8,35
2021-10-05,90+,1,4,6,11
2021-10-05,Unknown,0,0,0,0
2021-10-05,Total,308,4073,27,4408
2021-10-06,0 to 9,60,360,0,420
2021-10-06,10 to 19,52,511,0,563
2021-10-06,20 to 29,62,1005,0,1067
2021-10-06,30 to 39,58,714,0,772
2021-10-06,40 to 49,54,538,0,592
2021-10-06,50 to 59,48,509,3,560
2021-10-06,60 to 69,12,288,3,303
2021-10-06,70 to 79,3,117,7,127
2021-10-06,80 to 89,0,27,8,35
2021-10-06,90+,1,4,6,11
2021-10-06,Unknown,0,0,0,0
2021-10-06,Total,350,4073,27,4450
2021-10-07,0 to 9,63,361,0,424
2021-10-07,10 to 19,56,511,0,567
2021-10-07,20 to 29,68,1006,0,1074
2021-10-07,30 to 39,62,716,0,778
2021-10-07,40 to 49,60,538,0,598
2021-10-07,50 to 59,51,509,3,563
2021-10-07,60 to 69,12,288,3,303
2021-10-07,70 to 79,3,117,7,127
2021-10-07,80 to 89,0,27,8,35
2021-10-07,90+,1,4,6,11
2021-10-07,Unknown,0,0,0,0
2021-10-07,Total,376,4077,27,4480
2021-10-08,0 to 9,74,361,0,435
2021-10-08,10 to 19,61,511,0,572
2021-10-08,20 to 29,75,1006,0,1081
2021-10-08,30 to 39,72,716,0,788
2021-10-08,40 to 49,65,539,0,604
2021-10-08,50 to 59,58,508,4,570
2021-10-08,60 to 69,12,288,3,303
2021-10-08,70 to 79,4,117,7,128
2021-10-08,80 to 89,0,27,8,35
2021-10-08,90+,1,4,6,11
2021-10-08,Unknown,0,0,0,0
2021-10-08,Total,422,4077,28,4527
2021-10-09,0 to 9,73,368,0,441
2021-10-09,10 to 19,59,519,0,578
2021-10-09,20 to 29,77,1008,0,1085
2021-10-09,30 to 39,71,724,0,795
2021-10-09,40 to 49,60,547,0,607
2021-10-09,50 to 59,61,512,4,577
2021-10-09,60 to 69,14,289,3,306
2021-10-09,70 to 79,3,118,7,128
2021-10-09,80 to 89,0,27,8,35
2021-10-09,90+,1,4,6,11
2021-10-09,Unknown,0,0,0,0
2021-10-09,Total,419,4116,28,4563
2021-10-10,0 to 9,76,372,0,448
2021-10-10,10 to 19,60,524,0,584
2021-10-10,20 to 29,80,1014,0,1094
2021-10-10,30 to 39,79,728,0,807
2021-10-10,40 to 49,73,551,0,624
2021-10-10,50 to 59,67,512,4,583
2021-10-10,60 to 69,16,289,3,308
2021-10-10,70 to 79,3,119,7,129
2021-10-10,80 to 89,0,27,8,35
2021-10-10,90+,2,4,6,12
2021-10-10,Unknown,0,0,0,0
2021-10-10,Total,456,4140,28,4624
2021-10-11,0 to 9,75,378,0,453
2021-10-11,10 to 19,61,527,0,588
2021-10-11,20 to 29,83,1017,0,1100
2021-10-11,30 to 39,83,732,0,815
2021-10-11,40 to 49,77,553,0,630
2021-10-11,50 to 59,69,515,4,588
2021-10-11,60 to 69,17,289,3,309
2021-10-11,70 to 79,2,120,7,129
2021-10-11,80 to 89,0,27,8,35
2021-10-11,90+,2,4,6,12
2021-10-11,Unknown,0,0,0,0
2021-10-11,Total,469,4162,28,4659
2021-10-12,0 to 9,78,383,0,461
2021-10-12,10 to 19,64,530,0,594
2021-10-12,20 to 29,86,1023,0,1109
2021-10-12,30 to 39,94,733,0,827
2021-10-12,40 to 49,81,554,0,635
2021-10-12,50 to 59,71,517,4,592
2021-10-12,60 to 69,17,290,3,310
2021-10-12,70 to 79,2,120,7,129
2021-10-12,80 to 89,0,27,8,35
2021-10-12,90+,1,5,6,12
2021-10-12,Unknown,0,0,0,0
2021-10-12,Total,494,4182,28,4704
2021-10-13,0 to 9,91,383,0,474
2021-10-13,10 to 19,72,531,0,603
2021-10-13,20 to 29,91,1023,0,1114
2021-10-13,30 to 39,110,733,0,843
2021-10-13,40 to 49,88,554,0,642
2021-10-13,50 to 59,72,518,4,594
2021-10-13,60 to 69,18,290,3,311
2021-10-13,70 to 79,3,120,7,130
2021-10-13,80 to 89,1,27,8,36
2021-10-13,90+,1,5,6,12
2021-10-13,Unknown,0,0,0,0
2021-10-13,Total,547,4184,28,4759
2021-10-14,0 to 9,103,383,0,486
2021-10-14,10 to 19,89,531,0,620
2021-10-14,20 to 29,106,1023,0,1129
2021-10-14,30 to 39,124,733,0,857
2021-10-14,40 to 49,94,555,0,649
2021-10-14,50 to 59,77,519,4,600
2021-10-14,60 to 69,18,290,3,311
2021-10-14,70 to 79,3,120,7,130
2021-10-14,80 to 89,2,27,8,37
2021-10-14,90+,1,5,6,12
2021-10-14,Unknown,0,0,0,0
2021-10-14,Total,617,4186,28,4831
2021-10-15,0 to 9,113,383,0,496
2021-10-15,10 to 19,96,531,0,627
2021-10-15,20 to 29,115,1023,0,1138
2021-10-15,30 to 39,140,733,0,873
2021-10-15,40 to 49,108,555,0,663
2021-10-15,50 to 59,83,519,4,606
2021-10-15,60 to 69,21,290,3,314
2021-10-15,70 to 79,4,120,7,131
2021-10-15,80 to 89,2,27,8,37
2021-10-15,90+,1,5,6,12
2021-10-15,Unknown,0,0,0,0
2021-10-15,Total,683,4186,28,4897
2021-10-16,0 to 9,108,393,0,501
2021-10-16,10 to 19,83,545,0,628
2021-10-16,20 to 29,115,1036,0,1151
2021-10-16,30 to 39,138,740,0,878
2021-10-16,40 to 49,107,562,0,669
2021-10-16,50 to 59,83,527,4,614
2021-10-16,60 to 69,23,291,3,317
2021-10-16,70 to 79,5,120,7,132
2021-10-16,80 to 89,2,27,8,37
2021-10-16,90+,1,5,6,12
2021-10-16,Unknown,0,0,0,0
2021-10-16,Total,665,4246,28,4939
2021-10-17,0 to 9,97,406,0,503
2021-10-17,10 to 19,81,552,0,633
2021-10-17,20 to 29,113,1050,0,1163
2021-10-17,30 to 39,142,756,0,898
2021-10-17,40 to 49,97,576,0,673
2021-10-17,50 to 59,80,535,4,619
2021-10-17,60 to 69,24,294,3,321
2021-10-17,70 to 79,5,120,7,132
2021-10-17,80 to 89,2,27,8,37
2021-10-17,90+,1,5,6,12
2021-10-17,Unknown,0,0,0,0
2021-10-17,Total,642,4321,28,4991
2021-10-18,0 to 9,98,415,0,513
2021-10-18,10 to 19,85,559,0,644
2021-10-18,20 to 29,119,1058,0,1177
2021-10-18,30 to 39,145,772,0,917
2021-10-18,40 to 49,97,583,0,680
2021-10-18,50 to 59,77,540,4,621
2021-10-18,60 to 69,25,294,3,322
2021-10-18,70 to 79,4,121,7,132
2021-10-18,80 to 89,1,28,8,37
2021-10-18,90+,1,5,6,12
2021-10-18,Unknown,0,0,0,0
2021-10-18,Total,652,4375,28,5055
2021-10-19,0 to 9,111,415,0,526
2021-10-19,10 to 19,99,560,0,659
2021-10-19,20 to 29,133,1059,0,1192
2021-10-19,30 to 39,165,775,0,940
2021-10-19,40 to 49,110,588,0,698
2021-10-19,50 to 59,79,544,4,627
2021-10-19,60 to 69,30,294,3,327
2021-10-19,70 to 79,7,121,7,135
2021-10-19,80 to 89,1,28,8,37
2021-10-19,90+,1,5,6,12
2021-10-19,Unknown,0,0,0,0
2021-10-19,Total,736,4389,28,5153
2021-10-20,0 to 9,116,415,0,531
2021-10-20,10 to 19,108,560,0,668
2021-10-20,20 to 29,145,1059,0,1204
2021-10-20,30 to 39,179,778,0,957
2021-10-20,40 to 49,113,590,0,703
2021-10-20,50 to 59,83,545,4,632
2021-10-20,60 to 69,36,294,3,333
2021-10-20,70 to 79,8,121,7,136
2021-10-20,80 to 89,1,28,8,37
2021-10-20,90+,1,5,6,12
2021-10-20,Unknown,0,0,0,0
2021-10-20,Total,790,4395,28,5213
2021-10-21,0 to 9,138,415,0,553
2021-10-21,10 to 19,126,560,0,686
2021-10-21,20 to 29,162,1059,0,1221
2021-10-21,30 to 39,202,778,0,980
2021-10-21,40 to 49,124,590,0,714
2021-10-21,50 to 59,90,545,4,639
2021-10-21,60 to 69,38,295,3,336
2021-10-21,70 to 79,9,121,7,137
2021-10-21,80 to 89,1,28,8,37
2021-10-21,90+,1,5,6,12
2021-10-21,Unknown,0,0,0,0
2021-10-21,Total,891,4396,28,5315
2021-10-22,0 to 9,160,416,0,575
2021-10-22,10 to 19,140,560,0,701
2021-10-22,20 to 29,193,1059,0,1252
2021-10-22,30 to 39,226,779,0,1005
2021-10-22,40 to 49,140,594,0,734
2021-10-22,50 to 59,102,545,4,651
2021-10-22,60 to 69,42,295,3,340
2021-10-22,70 to 79,13,121,7,141
2021-10-22,80 to 89,2,28,8,38
2021-10-22,90+,1,5,6,12
2021-10-22,Unknown,0,0,0,0
2021-10-22,Total,1019,4402,28,5449
2021-10-23,0 to 9,180,415,0,595
2021-10-23,10 to 19,150,560,0,710
2021-10-23,20 to 29,217,1060,0,1277
2021-10-23,30 to 39,249,782,0,1031
2021-10-23,40 to 49,147,596,0,743
2021-10-23,50 to 59,111,545,4,660
2021-10-23,60 to 69,48,295,3,346
2021-10-23,70 to 79,14,121,7,142
2021-10-23,80 to 89,2,28,8,38
2021-10-23,90+,1,5,6,12
2021-10-23,Unknown,0,0,0,0
2021-10-23,Total,1119,4407,28,5554
2021-10-25,0 to 9,199,425,0,624
2021-10-25,10 to 19,168,569,0,737
2021-10-25,20 to 29,244,1071,0,1315
2021-10-25,30 to 39,289,792,0,1081
2021-10-25,40 to 49,162,604,0,766
2021-10-25,50 to 59,124,554,4,682
2021-10-25,60 to 69,51,296,3,350
2021-10-25,70 to 79,14,121,7,142
2021-10-25,80 to 89,4,28,8,40
2021-10-25,90+,1,5,6,12
2021-10-25,Unknown,0,0,0,0
2021-10-25,Total,1256,4465,28,5749
2021-10-26,0 to 9,206,436,0,642
2021-10-26,10 to 19,159,583,0,742
2021-10-26,20 to 29,239,1088,0,1327
2021-10-26,30 to 39,280,811,0,1091
2021-10-26,40 to 49,162,613,0,775
2021-10-26,50 to 59,121,573,4,698
2021-10-26,60 to 69,47,303,3,353
2021-10-26,70 to 79,14,121,7,142
2021-10-26,80 to 89,3,29,8,40
2021-10-26,90+,1,5,6,12
2021-10-26,Unknown,0,0,0,0
2021-10-26,Total,1232,4562,28,5822
2021-10-27,0 to 9,213,437,0,650
2021-10-27,10 to 19,165,585,0,750
2021-10-27,20 to 29,253,1089,0,1342
2021-10-27,30 to 39,300,812,0,1112
2021-10-27,40 to 49,174,613,0,787
2021-10-27,50 to 59,129,573,4,706
2021-10-27,60 to 69,50,303,3,356
2021-10-27,70 to 79,16,121,7,144
2021-10-27,80 to 89,3,29,8,40
2021-10-27,90+,1,5,6,12
2021-10-27,Unknown,0,0,0,0
2021-10-27,Total,1304,4567,28,5899
2021-10-28,0 to 9,224,437,0,661
2021-10-28,10 to 19,177,585,0,762
2021-10-28,20 to 29,276,1090,0,1366
